"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"43204-63123","SF","Mario","Mario Hezonja","Hezonja","11.397142682756696","35","3500","UTA@POR","POR","UTA","","","","",""
"43204-58519","SG","Gary","Gary Payton II","Payton II","17.32105295281661","19","3500","BKN@WAS","WAS","BKN","","","","",""
"43204-113305","SG","Josh","Josh Reaves","Reaves","0","2","3500","ATL@DAL","DAL","ATL","","","","",""
"43204-70825","SG","Timothe","Timothe Luwawu-Cabarrot","Luwawu-Cabarrot","8.825000127156576","24","3500","BKN@WAS","BKN","WAS","","","","",""
"43204-14506","PG","Brandon","Brandon Knight","Knight","9.65625","16","3500","GS@CLE","CLE","GS","GTD","Knee","","",""
"43204-9920","PF","Anthony","Anthony Tolliver","Tolliver","9.357894897460938","38","3500","LAL@SAC","SAC","LAL","","","","",""
"43204-84672","SG","Zhaire","Zhaire Smith","Smith","4.799999872843425","3","3500","PHI@BOS","PHI","BOS","","","","",""
"43204-84674","SF","Kevin","Kevin Knox","Knox","14.104166666666666","48","3500","NY@IND","NY","IND","","","","",""
"43204-14537","SF","Chandler","Chandler Parsons","Parsons","7.780000305175781","5","3500","ATL@DAL","ATL","DAL","O","Concussion","","",""
"43204-58574","PF","Jonah","Jonah Bolden","Bolden","1.5499999523162842","4","3500","PHI@BOS","PHI","BOS","","","","",""
"43204-58576","C","Kevon","Kevon Looney","Looney","7.580000305175782","10","3500","GS@CLE","GS","CLE","GTD","Abdomen","","",""
"43204-81623","PG","Kobi","Kobi Simmons","Simmons","0","1","3500","CHA@SA","CHA","SA","","","","",""
"43204-84697","SG","Jacob","Jacob Evans","Evans","8.866666793823242","24","3500","GS@CLE","GS","CLE","","","","",""
"43204-84698","SF","Dzanan","Dzanan Musa","Musa","8.293939763849432","33","3500","BKN@WAS","BKN","WAS","","","","",""
"43204-23772","PG","Yogi","Yogi Ferrell","Ferrell","8.82702719198691","37","3500","LAL@SAC","SAC","LAL","","","","",""
"43204-84701","C","Chimezie","Chimezie Metu","Metu","6.146153963529146","13","3500","CHA@SA","SA","CHA","","","","",""
"43204-84702","SG","Lonnie","Lonnie Walker","Walker","10.14102564102564","39","3500","CHA@SA","SA","CHA","","","","",""
"43204-9956","SG","Wayne","Wayne Ellington","Ellington","8.137500127156576","24","3500","NY@IND","NY","IND","","","","",""
"43204-110309","SF","KZ","KZ Okpala","Okpala","0.06666666766007741","3","3500","MIA@ORL","MIA","ORL","","","","",""
"43204-84708","C","Robert","Robert Williams","Williams","16.205262836657074","19","3500","PHI@BOS","BOS","PHI","O","Hip","","",""
"43204-110308","SF","Jarrell","Jarrell Brantley","Brantley","5.650000095367432","2","3500","UTA@POR","UTA","POR","","","","",""
"43204-84717","PG","Anfernee","Anfernee Simons","Simons","14.669387505978953","49","3500","UTA@POR","POR","UTA","","","","",""
"43204-110829","SG","Brian","Brian Bowen","Bowen","2.066666603088379","3","3500","NY@IND","IND","NY","","","","",""
"43204-9966","PF","James","James Johnson","Johnson","13.123529770795036","17","3500","MIA@ORL","MIA","ORL","","","","",""
"43204-110319","PG","Tremont","Tremont Waters","Waters","9.700000127156576","6","3500","PHI@BOS","BOS","PHI","","","","",""
"43204-110321","SG","Romeo","Romeo Langford","Langford","4.553846212533804","13","3500","PHI@BOS","BOS","PHI","","","","",""
"43204-84720","SF","Melvin","Melvin Frazier","Frazier","3.09999994131235","13","3500","MIA@ORL","ORL","MIA","","","","",""
"43204-110322","SG","Jordan","Jordan Poole","Poole","14.045238676525297","42","3500","GS@CLE","GS","CLE","","","","",""
"43204-84725","PF","Kostas","Kostas Antetokounmpo","Antetokounmpo","0.9000000158945719","3","3500","LAL@SAC","LAL","SAC","","","","",""
"43204-110324","SG","Miye","Miye Oni","Oni","0.06666666766007741","3","3500","UTA@POR","UTA","POR","","","","",""
"43204-110327","PG","Justin","Justin Wright-Foreman","Wright-Foreman","0","0","3500","UTA@POR","UTA","POR","","","","",""
"43204-84726","PF","Ray","Ray Spalding","Spalding","11.507143293108259","14","3500","CHA@SA","CHA","SA","","","","",""
"43204-110330","SG","Marial","Marial Shayok","Shayok","0","0","3500","PHI@BOS","PHI","BOS","","","","",""
"43204-110332","PG","Carsen","Carsen Edwards","Edwards","6.533333333333333","30","3500","PHI@BOS","BOS","PHI","","","","",""
"43204-110335","SF","Ignas","Ignas Brazdeikis","Brazdeikis","3.3333333333333335","9","3500","NY@IND","NY","IND","","","","",""
"43204-110334","SG","Justin","Justin James","James","6.125","28","3500","LAL@SAC","SAC","LAL","","","","",""
"43204-110337","SG","Talen","Talen Horton-Tucker","Horton-Tucker","3","2","3500","LAL@SAC","LAL","SAC","","","","",""
"43204-110341","SG","Dylan","Dylan Windler","Windler","0","0","3500","GS@CLE","CLE","GS","O","Lower leg","","",""
"43204-110343","SF","Nassir","Nassir Little","Little","8.82702719198691","37","3500","UTA@POR","POR","UTA","","","","",""
"43204-9481","PF","Taj","Taj Gibson","Gibson","13.991303817085598","46","3500","NY@IND","NY","IND","","","","",""
"43204-110347","SF","Keldon","Keldon Johnson","Johnson","2.200000047683716","2","3500","CHA@SA","SA","CHA","","","","",""
"43204-110348","SG","Quinndary","Quinndary Weatherspoon","Weatherspoon","0","0","3500","CHA@SA","SA","CHA","","","","",""
"43204-55055","PG","Dante","Dante Exum","Exum","8.722222222222221","27","3500","GS@CLE","CLE","GS","","","","",""
"43204-110350","PF","Jalen","Jalen McDaniels","McDaniels","2.5999999046325684","2","3500","CHA@SA","CHA","SA","","","","",""
"43204-58134","SF","Justin","Justin Jackson","Jackson","10.648837067360102","43","3500","ATL@DAL","DAL","ATL","","","","",""
"43204-110359","C","Goga","Goga Bitadze","Bitadze","8.413158215974507","38","3500","NY@IND","IND","NY","","","","",""
"43204-110358","SG","Kyle","Kyle Guy","Guy","1","2","3500","LAL@SAC","SAC","LAL","","","","",""
"43204-115994","PF","Tyler","Tyler Cook","Cook","3.1363636363636362","11","3500","GS@CLE","CLE","GS","","","","",""
"43204-110365","PF","Alen","Alen Smailagic","Smailagic","9.711111280653212","9","3500","GS@CLE","GS","CLE","","","","",""
"43204-110881","C","Vincent","Vincent Poirier","Poirier","5.65625","16","3500","PHI@BOS","BOS","PHI","","","","",""
"43204-9524","PG","Stephen","Stephen Curry","Curry","37.5","4","3500","GS@CLE","GS","CLE","O","Hand","","",""
"43204-15669","C","Meyers","Meyers Leonard","Leonard","14.527659314744016","47","3500","MIA@ORL","MIA","ORL","","","","",""
"43204-16183","SF","JaKarr","JaKarr Sampson","Sampson","9.905881993910846","17","3500","NY@IND","IND","NY","","","","",""
"43204-16196","C","Dwight","Dwight Powell","Powell","21.722500610351563","40","3500","ATL@DAL","DAL","ATL","O","Achilles","","",""
"43204-20805","SG","Troy","Troy Daniels","Daniels","7.262857055664062","35","3500","LAL@SAC","LAL","SAC","","","","",""
"43204-20806","SG","Treveon","Treveon Graham","Graham","9.871794871794872","39","3500","ATL@DAL","ATL","DAL","","","","",""
"43204-18256","SF","Doug","Doug McDermott","McDermott","15.345832824707031","48","3500","NY@IND","IND","NY","","","","",""
"43204-84827","SG","Allonzo","Allonzo Trier","Trier","9.259999847412109","20","3500","NY@IND","NY","IND","","","","",""
"43204-84833","PF","Ryan","Ryan Broekhoff","Broekhoff","7.416666666666667","12","3500","ATL@DAL","DAL","ATL","","","","",""
"43204-9589","PF","Udonis","Udonis Haslem","Haslem","4.300000190734863","2","3500","MIA@ORL","MIA","ORL","","","","",""
"43204-15758","SF","Michael","Michael Kidd-Gilchrist","Kidd-Gilchrist","8.916666666666666","12","3500","CHA@SA","CHA","SA","","","","",""
"43204-9615","SG","Courtney","Courtney Lee","Lee","4.75","10","3500","ATL@DAL","DAL","ATL","","","","",""
"43204-16790","PG","Brad","Brad Wanamaker","Wanamaker","13.689130700152853","46","3500","PHI@BOS","BOS","PHI","","","","",""
"43204-58270","PG","Edmond","Edmond Sumner","Sumner","10.547368099814967","19","3500","NY@IND","IND","NY","","","","",""
"43204-80811","SF","Jonathan","Jonathan Isaac","Isaac","32.91875076293945","32","3500","MIA@ORL","ORL","MIA","O","Knee","","",""
"43204-80813","PG","Frank","Frank Ntilikina","Ntilikina","15.636363636363637","44","3500","NY@IND","NY","IND","O","Groin","","",""
"43204-80815","PF","Zach","Zach Collins","Collins","16.8000005086263","3","3500","UTA@POR","POR","UTA","O","Shoulder","","",""
"43204-80814","PG","Dennis","Dennis Smith","Smith","12.4375","24","3500","NY@IND","NY","IND","","","","",""
"43204-80818","PF","T.J.","T.J. Leaf","Leaf","7.818181818181818","22","3500","NY@IND","IND","NY","","","","",""
"43204-80823","C","Tony","Tony Bradley","Bradley","11.408333672417534","36","3500","UTA@POR","UTA","POR","GTD","Knee","","",""
"43204-48583","SG","Antonius","Antonius Cleveland","Cleveland","2.199999968210856","3","3500","ATL@DAL","DAL","ATL","","","","",""
"43204-9677","SF","Jared","Jared Dudley","Dudley","5.012121027166193","33","3500","LAL@SAC","LAL","SAC","","","","",""
"43204-101327","SF","BJ","BJ Johnson","Johnson","4.366666793823242","6","3500","MIA@ORL","ORL","MIA","","","","",""
"43204-67025","PF","Ivan","Ivan Rabb","Rabb","13.67755126953125","49","3500","NY@IND","NY","IND","","","","",""
"43204-101331","PF","Gary","Gary Clark","Clark","8.982608961022418","23","3500","MIA@ORL","ORL","MIA","","","","",""
"43204-116178","PG","Rayjon","Rayjon Tucker","Tucker","2.909090909090909","11","3500","UTA@POR","UTA","POR","","","","",""
"43204-48598","SF","Semi","Semi Ojeleye","Ojeleye","7.008888753255208","45","3500","PHI@BOS","BOS","PHI","","","","",""
"43204-85466","PF","Wenyen","Wenyen Gabriel","Gabriel","4.266666730244954","12","3500","UTA@POR","POR","UTA","","","","",""
"43204-15843","PG","Trey","Trey Burke","Burke","11.860869034476902","23","3500","PHI@BOS","PHI","BOS","","","","",""
"43204-97263","C","Drew","Drew Eubanks","Eubanks","6.028571537562779","7","3500","CHA@SA","SA","CHA","","","","",""
"43204-16368","PF","Mike","Mike Scott","Scott","11.381632902184311","49","3500","PHI@BOS","PHI","BOS","","","","",""
"43204-9715","SG","Marco","Marco Belinelli","Belinelli","10.040476481119791","42","3500","CHA@SA","SA","CHA","","","","",""
"43204-96763","PG","Brandon","Brandon Goodwin","Goodwin","12.047368099814967","19","3500","ATL@DAL","ATL","DAL","","","","",""
